date,average
1996-02-15,0.05
1996-02-16,0.05
1996-02-17,0.05
1996-02-18,0.05
1996-02-19,0.1
1996-02-20,0.1
1996-02-21,0.15
1996-02-22,0.3
1996-02-23,0.4
1996-02-24,0.35
1996-02-25,0.45
1996-02-26,0.6
1996-02-27,0.55
1996-02-28,0.4
1996-02-29,0.6
1996-03-01,0.25
1996-03-02,0.4
1996-03-03,0.4
1996-03-04,0.6
1996-03-05,0.5
1996-03-06,0.45
1996-03-07,0.35
1996-03-08,0.7
1996-03-09,0.55
1996-03-10,0.55
1996-03-11,0.6
1996-03-12,0.8
1996-03-13,0.85
1996-03-14,0.8
1996-03-15,0.55
1996-03-16,0.65
1996-03-17,0.65
1996-03-18,0.5
1996-03-19,0.9
1996-03-20,1.6
1996-03-21,1.55
1996-03-22,1.9
1996-03-23,2.5
1996-03-24,2.3
1996-03-25,2.9
1996-03-26,2.55
1996-03-27,2.8
1996-03-28,3.3
1996-03-29,3.35
1996-03-30,3.4
1996-03-31,3.3
1996-04-01,3.15
1996-04-02,2.45
1996-04-03,2.65
1996-04-04,3.5
1996-04-05,4.35
1996-04-06,5.45
1996-04-07,6.3
1996-04-08,5.75
1996-04-09,4.45
1996-04-10,4.95
1996-04-11,3.65
1996-04-12,2.85
1996-04-13,4.0
1996-04-14,4.9
1996-04-15,4.8
1996-04-16,4.4
1996-04-17,4.8
1996-04-18,5.95
1996-04-19,5.55
1996-04-20,4.7
1996-04-21,4.3
1996-04-22,4.75
1996-04-23,4.55
1996-04-24,3.0
1996-04-25,2.35
1996-04-26,2.2
1996-04-27,1.8
1996-04-28,1.8
1996-04-29,1.1
1996-04-30,1.15
1996-05-01,1.0
1996-05-02,1.1
1996-05-03,1.4
1996-05-04,1.85
1996-05-05,1.85
1996-05-06,1.95
1996-05-07,2.35
1996-05-08,1.75
1996-05-09,1.55
1996-05-10,2.2
1996-05-11,2.5
1996-05-12,1.75
1996-05-13,2.6
1996-05-14,2.65
1996-05-15,1.75
1996-05-16,1.45
1996-05-17,1.0
1996-05-18,2.05
1996-05-19,0.75
1996-05-20,0.0
1996-05-21,0.0
1996-05-22,0.0
1996-05-23,0.0
1996-05-24,0.0
1996-05-25,0.0
1996-05-26,0.0
1996-05-27,0.85
1996-05-28,1.45
1996-05-29,1.5
1996-05-30,1.65
1996-05-31,2.05
1996-06-01,1.55
1996-06-02,1.4
1996-06-03,1.75
1996-06-04,0.9
1996-06-05,1.25
1996-06-06,0.7
1996-06-07,0.35
1996-06-08,0.6
1996-06-09,0.35
1996-06-10,0.05
1996-06-11,0.15
1996-06-12,0.1
1996-06-13,0.1
